serial-no,timestamp,x,y,z
000000007ffe62c2,8/9/18 6:26,-35,219,-158
000000007ffe62c2,8/9/18 6:26,-31,222,-152
000000007ffe62c2,8/9/18 6:26,-35,220,-156
000000007ffe62c2,8/9/18 6:26,-34,223,-152
000000007ffe62c2,8/9/18 6:26,-37,216,-159
000000007ffe62c2,8/9/18 6:26,-34,220,-158
000000007ffe62c2,8/9/18 6:26,-30,222,-159
000000007ffe62c2,8/9/18 6:26,-35,217,-156
000000007ffe62c2,8/9/18 6:26,-34,222,-154
000000007ffe62c2,8/9/18 6:26,-32,222,-155
000000007ffe62c2,8/9/18 6:26,-36,221,-158
000000007ffe62c2,8/9/18 6:26,-33,217,-157
000000007ffe62c2,8/9/18 6:26,-34,223,-158
000000007ffe62c2,8/9/18 6:26,-36,217,-158
000000007ffe62c2,8/9/18 6:26,-33,219,-153
000000007ffe62c2,8/9/18 6:26,-34,215,-157
000000007ffe62c2,8/9/18 6:26,-33,219,-155
000000007ffe62c2,8/9/18 6:26,-35,218,-155
000000007ffe62c2,8/9/18 6:26,-31,219,-155
000000007ffe62c2,8/9/18 6:26,-34,217,-159
000000007ffe62c2,8/9/18 6:26,-33,219,-158
000000007ffe62c2,8/9/18 6:26,-31,220,-156
000000007ffe62c2,8/9/18 6:26,-28,220,-152
000000007ffe62c2,8/9/18 6:26,-34,218,-156
000000007ffe62c2,8/9/18 6:26,-31,222,-157
000000007ffe62c2,8/9/18 6:26,-37,223,-156
000000007ffe62c2,8/9/18 6:26,-32,219,-156
000000007ffe62c2,8/9/18 6:26,-33,214,-157
000000007ffe62c2,8/9/18 6:26,-30,218,-160
000000007ffe62c2,8/9/18 6:26,-31,223,-157
000000007ffe62c2,8/9/18 6:26,-33,221,-153
000000007ffe62c2,8/9/18 6:26,-33,220,-155
000000007ffe62c2,8/9/18 6:26,-31,225,-158
000000007ffe62c2,8/9/18 6:26,-36,216,-155
000000007ffe62c2,8/9/18 6:26,-35,216,-157
000000007ffe62c2,8/9/18 6:26,-35,220,-159
000000007ffe62c2,8/9/18 6:26,-33,223,-156
000000007ffe62c2,8/9/18 6:26,-33,219,-155
000000007ffe62c2,8/9/18 6:26,-39,215,-153
000000007ffe62c2,8/9/18 6:26,-34,219,-156
000000007ffe62c2,8/9/18 6:26,-32,222,-156
000000007ffe62c2,8/9/18 6:26,-32,217,-157
000000007ffe62c2,8/9/18 6:26,-36,219,-158
000000007ffe62c2,8/9/18 6:26,-36,219,-155
000000007ffe62c2,8/9/18 6:26,-36,221,-158
000000007ffe62c2,8/9/18 6:26,-31,222,-155
000000007ffe62c2,8/9/18 6:26,-33,220,-157
000000007ffe62c2,8/9/18 6:26,-35,217,-153
000000007ffe62c2,8/9/18 6:26,-41,222,-153
000000007ffe62c2,8/9/18 6:26,-24,219,-154
000000007ffe62c2,8/9/18 6:26,-25,225,-157
000000007ffe62c2,8/9/18 6:26,-24,220,-157
000000007ffe62c2,8/9/18 6:26,-34,219,-156
000000007ffe62c2,8/9/18 6:26,-31,219,-157
000000007ffe62c2,8/9/18 6:26,-37,222,-152
000000007ffe62c2,8/9/18 6:26,-33,218,-161
000000007ffe62c2,8/9/18 6:26,-34,221,-159
000000007ffe62c2,8/9/18 6:26,-52,216,-161
000000007ffe62c2,8/9/18 6:26,-30,201,-148
000000007ffe62c2,8/9/18 6:26,-37,221,-157
000000007ffe62c2,8/9/18 6:26,-56,223,-157
000000007ffe62c2,8/9/18 6:26,-34,207,-149
000000007ffe62c2,8/9/18 6:26,-21,232,-166
000000007ffe62c2,8/9/18 6:26,-20,218,-155
000000007ffe62c2,8/9/18 6:26,-17,227,-159
000000007ffe62c2,8/9/18 6:26,-21,226,-159
000000007ffe62c2,8/9/18 6:26,-29,216,-155
000000007ffe62c2,8/9/18 6:26,-32,216,-157
000000007ffe62c2,8/9/18 6:26,-35,219,-166
000000007ffe62c2,8/9/18 6:26,-28,217,-157
000000007ffe62c2,8/9/18 6:26,-32,219,-159
000000007ffe62c2,8/9/18 6:26,-35,217,-158
000000007ffe62c2,8/9/18 6:26,-34,215,-155
000000007ffe62c2,8/9/18 6:26,-49,208,-166
000000007ffe62c2,8/9/18 6:26,-51,205,-159
000000007ffe62c2,8/9/18 6:26,-46,202,-159
000000007ffe62c2,8/9/18 6:26,-29,209,-176
000000007ffe62c2,8/9/18 6:26,-32,217,-157
000000007ffe62c2,8/9/18 6:26,-31,216,-164
000000007ffe62c2,8/9/18 6:26,-35,216,-166
000000007ffe62c2,8/9/18 6:26,-32,206,-167
000000007ffe62c2,8/9/18 6:26,-38,210,-176
000000007ffe62c2,8/9/18 6:26,-31,200,-174
000000007ffe62c2,8/9/18 6:26,-34,206,-171
000000007ffe62c2,8/9/18 6:26,-38,205,-173
000000007ffe62c2,8/9/18 6:26,-47,200,-175
000000007ffe62c2,8/9/18 6:26,-48,202,-169
000000007ffe62c2,8/9/18 6:26,-49,204,-173
000000007ffe62c2,8/9/18 6:26,-53,206,-182
000000007ffe62c2,8/9/18 6:26,-43,208,-171
000000007ffe62c2,8/9/18 6:26,-46,205,-171
000000007ffe62c2,8/9/18 6:26,-48,199,-171
000000007ffe62c2,8/9/18 6:26,-49,205,-173
000000007ffe62c2,8/9/18 6:26,-50,208,-169
000000007ffe62c2,8/9/18 6:26,-47,206,-172
000000007ffe62c2,8/9/18 6:26,-44,207,-167
000000007ffe62c2,8/9/18 6:26,-34,210,-173
000000007ffe62c2,8/9/18 6:26,-31,208,-168
000000007ffe62c2,8/9/18 6:26,-35,208,-172
000000007ffe62c2,8/9/18 6:26,-58,217,-169
000000007ffe62c2,8/9/18 6:26,-50,202,-170
000000007ffe62c2,8/9/18 6:26,-54,212,-168
000000007ffe62c2,8/9/18 6:26,-52,203,-172
000000007ffe62c2,8/9/18 6:26,-51,207,-166
000000007ffe62c2,8/9/18 6:26,-51,202,-164
000000007ffe62c2,8/9/18 6:26,-51,214,-166
000000007ffe62c2,8/9/18 6:26,-50,208,-163
000000007ffe62c2,8/9/18 6:26,-41,212,-161
000000007ffe62c2,8/9/18 6:26,-40,213,-163
000000007ffe62c2,8/9/18 6:26,-40,215,-160
000000007ffe62c2,8/9/18 6:26,-45,221,-156
000000007ffe62c2,8/9/18 6:26,-39,222,-156
000000007ffe62c2,8/9/18 6:26,-13,217,-156
000000007ffe62c2,8/9/18 6:26,-34,224,-171
000000007ffe62c2,8/9/18 6:26,-23,222,-155
000000007ffe62c2,8/9/18 6:26,-32,207,-171
000000007ffe62c2,8/9/18 6:26,-29,215,-150
000000007ffe62c2,8/9/18 6:26,-34,215,-167
000000007ffe62c2,8/9/18 6:26,-17,212,-169
000000007ffe62c2,8/9/18 6:26,-25,207,-156
000000007ffe62c2,8/9/18 6:26,-25,205,-177
000000007ffe62c2,8/9/18 6:26,-29,219,-166
000000007ffe62c2,8/9/18 6:26,-18,206,-174
000000007ffe62c2,8/9/18 6:26,-6,214,-168
000000007ffe62c2,8/9/18 6:26,15,177,-161
000000007ffe62c2,8/9/18 6:26,7,221,-187
000000007ffe62c2,8/9/18 6:26,12,219,-169
000000007ffe62c2,8/9/18 6:26,16,207,-174
000000007ffe62c2,8/9/18 6:26,30,199,-181
000000007ffe62c2,8/9/18 6:26,32,230,-169
000000007ffe62c2,8/9/18 6:26,33,209,-171
000000007ffe62c2,8/9/18 6:26,32,220,-174
000000007ffe62c2,8/9/18 6:26,42,234,-177
000000007ffe62c2,8/9/18 6:26,32,218,-163
000000007ffe62c2,8/9/18 6:26,32,227,-154
000000007ffe62c2,8/9/18 6:26,36,214,-204
000000007ffe62c2,8/9/18 6:26,3,250,-149
000000007ffe62c2,8/9/18 6:26,5,241,-150
000000007ffe62c2,8/9/18 6:26,-15,235,-168
000000007ffe62c2,8/9/18 6:26,-2,217,-154
000000007ffe62c2,8/9/18 6:26,-12,229,-159
000000007ffe62c2,8/9/18 6:26,-25,216,-146
000000007ffe62c2,8/9/18 6:26,-31,211,-146
000000007ffe62c2,8/9/18 6:26,-54,233,-179
000000007ffe62c2,8/9/18 6:26,-6,227,-130
000000007ffe62c2,8/9/18 6:26,-41,234,-151
000000007ffe62c2,8/9/18 6:26,-41,222,-127
000000007ffe62c2,8/9/18 6:26,-49,219,-145
000000007ffe62c2,8/9/18 6:26,-49,225,-145
000000007ffe62c2,8/9/18 6:26,-49,225,-144
000000007ffe62c2,8/9/18 6:26,-48,237,-146
000000007ffe62c2,8/9/18 6:26,-58,228,-126
000000007ffe62c2,8/9/18 6:26,-62,248,-123
000000007ffe62c2,8/9/18 6:26,-74,252,-101
000000007ffe62c2,8/9/18 6:26,-49,249,-136
000000007ffe62c2,8/9/18 6:26,-40,225,-124
000000007ffe62c2,8/9/18 6:26,-51,226,-138
000000007ffe62c2,8/9/18 6:26,-39,228,-139
000000007ffe62c2,8/9/18 6:26,-34,246,-143
000000007ffe62c2,8/9/18 6:26,-28,233,-153
000000007ffe62c2,8/9/18 6:26,-20,241,-137
000000007ffe62c2,8/9/18 6:26,-1,229,-133
000000007ffe62c2,8/9/18 6:26,22,261,-133
000000007ffe62c2,8/9/18 6:26,33,252,-146
000000007ffe62c2,8/9/18 6:26,34,247,-119
000000007ffe62c2,8/9/18 6:26,43,244,-151
000000007ffe62c2,8/9/18 6:26,39,253,-145
000000007ffe62c2,8/9/18 6:26,20,240,-138
000000007ffe62c2,8/9/18 6:26,-6,235,-138
000000007ffe62c2,8/9/18 6:26,-26,226,-135
000000007ffe62c2,8/9/18 6:26,-35,235,-127
000000007ffe62c2,8/9/18 6:26,-42,243,-131
000000007ffe62c2,8/9/18 6:26,-47,237,-130
000000007ffe62c2,8/9/18 6:26,-52,226,-136
000000007ffe62c2,8/9/18 6:26,-59,235,-134
000000007ffe62c2,8/9/18 6:26,-66,228,-142
000000007ffe62c2,8/9/18 6:26,-50,232,-127
000000007ffe62c2,8/9/18 6:26,-67,222,-131
000000007ffe62c2,8/9/18 6:26,-77,232,-128
000000007ffe62c2,8/9/18 6:26,-92,216,-120
000000007ffe62c2,8/9/18 6:26,-101,225,-106
000000007ffe62c2,8/9/18 6:26,-65,251,-121
000000007ffe62c2,8/9/18 6:26,-55,231,-114
000000007ffe62c2,8/9/18 6:26,-80,234,-96
000000007ffe62c2,8/9/18 6:26,-92,244,-105
000000007ffe62c2,8/9/18 6:26,-85,242,-105
000000007ffe62c2,8/9/18 6:26,-98,248,-97
000000007ffe62c2,8/9/18 6:26,-68,251,-82
000000007ffe62c2,8/9/18 6:26,-67,262,-93
000000007ffe62c2,8/9/18 6:26,-70,261,-72
000000007ffe62c2,8/9/18 6:26,-76,254,-86
000000007ffe62c2,8/9/18 6:26,-78,262,-80
000000007ffe62c2,8/9/18 6:26,-82,258,-86
000000007ffe62c2,8/9/18 6:26,-92,246,-83
000000007ffe62c2,8/9/18 6:26,-83,238,-106
000000007ffe62c2,8/9/18 6:26,-83,249,-110
000000007ffe62c2,8/9/18 6:26,-86,219,-112
000000007ffe62c2,8/9/18 6:26,-92,255,-133
000000007ffe62c2,8/9/18 6:26,-88,213,-130
000000007ffe62c2,8/9/18 6:26,-96,242,-124
000000007ffe62c2,8/9/18 6:26,-87,229,-103
000000007ffe62c2,8/9/18 6:26,-90,237,-146
000000007ffe62c2,8/9/18 6:27,-88,221,-139
000000007ffe62c2,8/9/18 6:27,-87,215,-137
000000007ffe62c2,8/9/18 6:27,-82,196,-133
000000007ffe62c2,8/9/18 6:27,-90,249,-147
000000007ffe62c2,8/9/18 6:27,-93,222,-152
000000007ffe62c2,8/9/18 6:27,-82,231,-120
000000007ffe62c2,8/9/18 6:27,-62,208,-119
000000007ffe62c2,8/9/18 6:27,-85,207,-134
000000007ffe62c2,8/9/18 6:27,-95,227,-144
000000007ffe62c2,8/9/18 6:27,-72,221,-125
000000007ffe62c2,8/9/18 6:27,-37,240,-145
000000007ffe62c2,8/9/18 6:27,-19,238,-139
000000007ffe62c2,8/9/18 6:27,-24,220,-145
000000007ffe62c2,8/9/18 6:27,-29,226,-150
000000007ffe62c2,8/9/18 6:27,-50,266,-165
000000007ffe62c2,8/9/18 6:27,-84,242,-113
000000007ffe62c2,8/9/18 6:27,-71,176,-136
000000007ffe62c2,8/9/18 6:27,-55,159,-110
000000007ffe62c2,8/9/18 6:27,-82,246,-144
000000007ffe62c2,8/9/18 6:27,-70,229,-153
000000007ffe62c2,8/9/18 6:27,-62,189,-140
000000007ffe62c2,8/9/18 6:27,-72,232,-138
000000007ffe62c2,8/9/18 6:27,-66,213,-150
000000007ffe62c2,8/9/18 6:27,-71,207,-122
000000007ffe62c2,8/9/18 6:27,-83,243,-154
000000007ffe62c2,8/9/18 6:27,-62,221,-121
000000007ffe62c2,8/9/18 6:27,-78,224,-123
000000007ffe62c2,8/9/18 6:27,-65,208,-142
000000007ffe62c2,8/9/18 6:27,-62,223,-127
000000007ffe62c2,8/9/18 6:27,-80,222,-125
000000007ffe62c2,8/9/18 6:27,-71,211,-126
000000007ffe62c2,8/9/18 6:27,-65,235,-142
000000007ffe62c2,8/9/18 6:27,-76,239,-134
000000007ffe62c2,8/9/18 6:27,-79,226,-140
000000007ffe62c2,8/9/18 6:27,-73,211,-146
000000007ffe62c2,8/9/18 6:27,-74,229,-126
000000007ffe62c2,8/9/18 6:27,-57,238,-127
000000007ffe62c2,8/9/18 6:27,-57,218,-120
000000007ffe62c2,8/9/18 6:27,-51,234,-139
000000007ffe62c2,8/9/18 6:27,-50,235,-130
000000007ffe62c2,8/9/18 6:27,-54,233,-133
000000007ffe62c2,8/9/18 6:27,-61,204,-124
000000007ffe62c2,8/9/18 6:27,-49,241,-143
000000007ffe62c2,8/9/18 6:27,-54,218,-137
000000007ffe62c2,8/9/18 6:27,-39,213,-124
000000007ffe62c2,8/9/18 6:27,-36,223,-147
000000007ffe62c2,8/9/18 6:27,-28,229,-140
000000007ffe62c2,8/9/18 6:27,-28,222,-140
000000007ffe62c2,8/9/18 6:27,-33,210,-118
000000007ffe62c2,8/9/18 6:27,-36,240,-164
000000007ffe62c2,8/9/18 6:27,-33,220,-131
000000007ffe62c2,8/9/18 6:27,-24,176,-110
000000007ffe62c2,8/9/18 6:27,12,271,-168
000000007ffe62c2,8/9/18 6:27,16,244,-154
000000007ffe62c2,8/9/18 6:27,17,269,-140
000000007ffe62c2,8/9/18 6:27,12,250,-122
000000007ffe62c2,8/9/18 6:27,6,235,-152
000000007ffe62c2,8/9/18 6:27,26,233,-128
000000007ffe62c2,8/9/18 6:27,34,246,-128
000000007ffe62c2,8/9/18 6:27,26,257,-142
000000007ffe62c2,8/9/18 6:27,38,243,-148
000000007ffe62c2,8/9/18 6:27,33,241,-141
000000007ffe62c2,8/9/18 6:27,32,244,-144
000000007ffe62c2,8/9/18 6:27,40,254,-145
000000007ffe62c2,8/9/18 6:27,53,236,-150
000000007ffe62c2,8/9/18 6:27,38,251,-157
000000007ffe62c2,8/9/18 6:27,11,240,-158
000000007ffe62c2,8/9/18 6:27,-24,223,-161
000000007ffe62c2,8/9/18 6:27,-25,215,-157
000000007ffe62c2,8/9/18 6:27,-29,228,-155
000000007ffe62c2,8/9/18 6:27,-30,218,-157
000000007ffe62c2,8/9/18 6:27,-23,238,-165
000000007ffe62c2,8/9/18 6:27,-19,229,-164
000000007ffe62c2,8/9/18 6:27,-39,224,-176
000000007ffe62c2,8/9/18 6:27,-36,228,-153
000000007ffe62c2,8/9/18 6:27,-62,205,-159
000000007ffe62c2,8/9/18 6:27,-47,235,-175
000000007ffe62c2,8/9/18 6:27,-60,196,-160
000000007ffe62c2,8/9/18 6:27,-43,213,-170
000000007ffe62c2,8/9/18 6:27,-56,220,-179
000000007ffe62c2,8/9/18 6:27,-70,211,-179
000000007ffe62c2,8/9/18 6:27,-74,196,-170
000000007ffe62c2,8/9/18 6:27,-59,197,-194
000000007ffe62c2,8/9/18 6:27,-66,213,-151
000000007ffe62c2,8/9/18 6:27,-60,205,-161
000000007ffe62c2,8/9/18 6:27,-92,232,-145
000000007ffe62c2,8/9/18 6:27,-74,213,-162
000000007ffe62c2,8/9/18 6:27,-86,218,-153
000000007ffe62c2,8/9/18 6:27,-97,241,-146
000000007ffe62c2,8/9/18 6:27,-85,227,-139
000000007ffe62c2,8/9/18 6:27,-45,228,-142
000000007ffe62c2,8/9/18 6:27,-24,218,-137
000000007ffe62c2,8/9/18 6:27,-36,231,-154
000000007ffe62c2,8/9/18 6:27,-37,224,-142
000000007ffe62c2,8/9/18 6:27,-26,240,-142
000000007ffe62c2,8/9/18 6:27,-53,236,-147
000000007ffe62c2,8/9/18 6:27,-61,231,-158
000000007ffe62c2,8/9/18 6:27,-54,228,-145
000000007ffe62c2,8/9/18 6:27,-69,215,-149
000000007ffe62c2,8/9/18 6:27,-62,216,-139
000000007ffe62c2,8/9/18 6:27,-51,232,-144
000000007ffe62c2,8/9/18 6:27,-85,229,-153
000000007ffe62c2,8/9/18 6:27,-72,217,-139
000000007ffe62c2,8/9/18 6:27,-87,221,-134
000000007ffe62c2,8/9/18 6:27,-81,238,-158
000000007ffe62c2,8/9/18 6:27,-74,222,-123
000000007ffe62c2,8/9/18 6:27,-89,229,-149
000000007ffe62c2,8/9/18 6:27,-92,248,-149
000000007ffe62c2,8/9/18 6:27,-78,215,-125
000000007ffe62c2,8/9/18 6:27,-78,230,-152
000000007ffe62c2,8/9/18 6:27,-78,222,-124
000000007ffe62c2,8/9/18 6:27,-79,213,-129
000000007ffe62c2,8/9/18 6:27,-90,234,-145
000000007ffe62c2,8/9/18 6:27,-61,218,-160
000000007ffe62c2,8/9/18 6:27,-9,232,-126
000000007ffe62c2,8/9/18 6:27,-34,261,-175
000000007ffe62c2,8/9/18 6:27,-31,192,-143
000000007ffe62c2,8/9/18 6:27,-34,238,-128
000000007ffe62c2,8/9/18 6:27,-38,225,-136
000000007ffe62c2,8/9/18 6:27,-55,249,-137
000000007ffe62c2,8/9/18 6:27,-62,215,-127
000000007ffe62c2,8/9/18 6:27,-66,240,-158
000000007ffe62c2,8/9/18 6:27,-61,244,-147
000000007ffe62c2,8/9/18 6:27,-71,234,-152
000000007ffe62c2,8/9/18 6:27,-58,232,-147
000000007ffe62c2,8/9/18 6:27,-72,217,-113
000000007ffe62c2,8/9/18 6:27,-58,211,-137
000000007ffe62c2,8/9/18 6:27,-59,200,-124
000000007ffe62c2,8/9/18 6:27,-48,215,-151
000000007ffe62c2,8/9/18 6:27,-60,246,-126
000000007ffe62c2,8/9/18 6:27,-50,227,-153
000000007ffe62c2,8/9/18 6:27,-63,232,-138
000000007ffe62c2,8/9/18 6:27,-53,212,-142
000000007ffe62c2,8/9/18 6:27,-45,209,-146
000000007ffe62c2,8/9/18 6:27,-47,231,-151
000000007ffe62c2,8/9/18 6:27,-35,197,-135
000000007ffe62c2,8/9/18 6:27,-38,221,-147
000000007ffe62c2,8/9/18 6:27,-36,210,-136
000000007ffe62c2,8/9/18 6:27,-39,224,-131
000000007ffe62c2,8/9/18 6:27,-21,221,-131
000000007ffe62c2,8/9/18 6:27,-26,224,-139
000000007ffe62c2,8/9/18 6:27,-13,240,-139
000000007ffe62c2,8/9/18 6:27,-40,244,-129
000000007ffe62c2,8/9/18 6:27,-20,235,-141
000000007ffe62c2,8/9/18 6:27,-36,240,-141
000000007ffe62c2,8/9/18 6:27,-29,255,-129
000000007ffe62c2,8/9/18 6:27,-22,224,-132
000000007ffe62c2,8/9/18 6:27,-10,241,-124
000000007ffe62c2,8/9/18 6:27,-29,224,-129
000000007ffe62c2,8/9/18 6:27,-22,215,-143
000000007ffe62c2,8/9/18 6:27,-32,214,-128
000000007ffe62c2,8/9/18 6:27,-30,252,-127
000000007ffe62c2,8/9/18 6:27,-18,237,-137
000000007ffe62c2,8/9/18 6:27,-14,246,-129
000000007ffe62c2,8/9/18 6:27,-22,253,-167
000000007ffe62c2,8/9/18 6:27,-28,229,-154
000000007ffe62c2,8/9/18 6:27,-23,211,-132
000000007ffe62c2,8/9/18 6:27,-19,206,-108
000000007ffe62c2,8/9/18 6:27,-22,234,-132
000000007ffe62c2,8/9/18 6:27,-24,247,-142
000000007ffe62c2,8/9/18 6:27,-20,246,-114
000000007ffe62c2,8/9/18 6:27,-32,229,-108
000000007ffe62c2,8/9/18 6:27,-27,251,-129
000000007ffe62c2,8/9/18 6:27,-20,227,-145
000000007ffe62c2,8/9/18 6:27,-39,236,-155
000000007ffe62c2,8/9/18 6:27,-34,239,-123
000000007ffe62c2,8/9/18 6:27,-29,244,-155
000000007ffe62c2,8/9/18 6:27,-16,248,-158
000000007ffe62c2,8/9/18 6:27,-9,240,-134
000000007ffe62c2,8/9/18 6:27,-27,263,-122
000000007ffe62c2,8/9/18 6:27,-34,248,-117
000000007ffe62c2,8/9/18 6:27,-31,207,-137
000000007ffe62c2,8/9/18 6:27,-23,218,-131
000000007ffe62c2,8/9/18 6:27,0,212,-129
000000007ffe62c2,8/9/18 6:27,-5,230,-135
000000007ffe62c2,8/9/18 6:27,-17,201,-153
000000007ffe62c2,8/9/18 6:27,-27,249,-126
000000007ffe62c2,8/9/18 6:27,-45,222,-147
000000007ffe62c2,8/9/18 6:27,-33,252,-153
000000007ffe62c2,8/9/18 6:27,-2,259,-129
000000007ffe62c2,8/9/18 6:27,-6,224,-131
000000007ffe62c2,8/9/18 6:27,-27,229,-129
000000007ffe62c2,8/9/18 6:27,-35,256,-201
000000007ffe62c2,8/9/18 6:27,-26,251,-131
000000007ffe62c2,8/9/18 6:27,-31,240,-136
000000007ffe62c2,8/9/18 6:27,-26,244,-135
000000007ffe62c2,8/9/18 6:27,-23,252,-147
000000007ffe62c2,8/9/18 6:27,-35,234,-121
000000007ffe62c2,8/9/18 6:27,-18,230,-136
000000007ffe62c2,8/9/18 6:27,-40,203,-117
000000007ffe62c2,8/9/18 6:27,-27,271,-130
000000007ffe62c2,8/9/18 6:27,-19,212,-132
000000007ffe62c2,8/9/18 6:27,-41,247,-140
000000007ffe62c2,8/9/18 6:27,-29,237,-138
000000007ffe62c2,8/9/18 6:27,-23,223,-120
000000007ffe62c2,8/9/18 6:27,-27,240,-117
000000007ffe62c2,8/9/18 6:27,-29,227,-123
000000007ffe62c2,8/9/18 6:27,-42,195,-103
000000007ffe62c2,8/9/18 6:27,-38,232,-138
000000007ffe62c2,8/9/18 6:27,-21,222,-142
000000007ffe62c2,8/9/18 6:27,-24,235,-123
000000007ffe62c2,8/9/18 6:27,-35,261,-117
000000007ffe62c2,8/9/18 6:27,-37,232,-113
000000007ffe62c2,8/9/18 6:27,-19,285,-138
000000007ffe62c2,8/9/18 6:27,0,218,-127
000000007ffe62c2,8/9/18 6:27,-14,243,-109
000000007ffe62c2,8/9/18 6:27,-6,242,-132
000000007ffe62c2,8/9/18 6:27,-12,234,-138
000000007ffe62c2,8/9/18 6:27,-10,263,-127
000000007ffe62c2,8/9/18 6:27,5,238,-123
000000007ffe62c2,8/9/18 6:27,6,271,-150
000000007ffe62c2,8/9/18 6:27,-9,223,-126
000000007ffe62c2,8/9/18 6:27,-13,245,-112
000000007ffe62c2,8/9/18 6:27,9,240,-135
000000007ffe62c2,8/9/18 6:27,0,235,-118
000000007ffe62c2,8/9/18 6:27,9,255,-127
000000007ffe62c2,8/9/18 6:27,-6,244,-136
000000007ffe62c2,8/9/18 6:27,14,254,-126
000000007ffe62c2,8/9/18 6:27,3,253,-148
000000007ffe62c2,8/9/18 6:28,29,243,-123
000000007ffe62c2,8/9/18 6:28,32,247,-120
000000007ffe62c2,8/9/18 6:28,18,237,-122
000000007ffe62c2,8/9/18 6:28,23,255,-134
000000007ffe62c2,8/9/18 6:28,22,253,-128
000000007ffe62c2,8/9/18 6:28,34,261,-125
000000007ffe62c2,8/9/18 6:28,28,248,-144
000000007ffe62c2,8/9/18 6:28,22,244,-116
000000007ffe62c2,8/9/18 6:28,23,250,-140
000000007ffe62c2,8/9/18 6:28,11,257,-129
000000007ffe62c2,8/9/18 6:28,11,241,-132
000000007ffe62c2,8/9/18 6:28,5,252,-133
000000007ffe62c2,8/9/18 6:28,20,244,-125
000000007ffe62c2,8/9/18 6:28,22,251,-143
000000007ffe62c2,8/9/18 6:28,18,245,-127
000000007ffe62c2,8/9/18 6:28,-5,229,-115
000000007ffe62c2,8/9/18 6:28,29,251,-134
000000007ffe62c2,8/9/18 6:28,28,247,-135
000000007ffe62c2,8/9/18 6:28,36,257,-125
000000007ffe62c2,8/9/18 6:28,39,246,-127
000000007ffe62c2,8/9/18 6:28,33,255,-131
000000007ffe62c2,8/9/18 6:28,23,243,-134
000000007ffe62c2,8/9/18 6:28,15,248,-130
000000007ffe62c2,8/9/18 6:28,8,242,-136
000000007ffe62c2,8/9/18 6:28,-1,244,-134
000000007ffe62c2,8/9/18 6:28,-30,238,-131
000000007ffe62c2,8/9/18 6:28,-28,241,-134
000000007ffe62c2,8/9/18 6:28,-39,229,-134
000000007ffe62c2,8/9/18 6:28,-38,233,-135
000000007ffe62c2,8/9/18 6:28,-44,239,-132
000000007ffe62c2,8/9/18 6:28,-49,226,-128
000000007ffe62c2,8/9/18 6:28,-46,233,-131
000000007ffe62c2,8/9/18 6:28,-31,241,-133
000000007ffe62c2,8/9/18 6:28,-66,256,-122
